antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"CONSULTAS_4.0, PARTO_2.0, PESO_2.0",APGAR5_3.0,0.6210143469135447,0.9788498030533912,0.6127699031080187,0.98672422972754,1.0080445709337484,1.0,0.004890131938365,1.5931427339085429,0.0210571883078131,0.6207815566324543,0.3723098510158934,0.8063671853028531
"CONSULTAS_4.0, PESO_2.0","PARTO_2.0, APGAR5_3.0",0.6210143469135447,0.9788498030533912,0.6127699031080187,0.98672422972754,1.0080445709337484,1.0,0.004890131938365,1.5931427339085429,0.0210571883078131,0.6207815566324543,0.3723098510158934,0.8063671853028531
"GESTACAO_3.0, RACACOR_4.0, PARTO_2.0, MESPRENAT_1.0",APGAR5_3.0,0.6799366033179034,0.9788498030533912,0.6707972743739398,0.986558557225238,1.007875318713658,1.0,0.0052414641274182,1.573506453215049,0.0244132342706406,0.6789520781649001,0.3644767087184411,0.8359249389996759
"GESTACAO_3.0, RACACOR_4.0, MESPRENAT_1.0","PARTO_2.0, APGAR5_3.0",0.6799366033179034,0.9788498030533912,0.6707972743739398,0.986558557225238,1.007875318713658,1.0,0.0052414641274182,1.573506453215049,0.0244132342706406,0.6789520781649001,0.3644767087184411,0.8359249389996759
"GESTACAO_3.0, PARTO_2.0, MESPRENAT_1.0",APGAR5_3.0,0.6901612949598919,0.9788498030533912,0.6808566458698715,0.9865181528463414,1.0078340413095348,1.0,0.0052923982233078,1.5687907380606352,0.025087718335238,0.6890184468561786,0.3625663539828031,0.8410430999505956
"GESTACAO_3.0, MESPRENAT_1.0",APGAR5_3.0,0.6901612949598919,0.9788498030533912,0.6808566458698715,0.9865181528463414,1.0078340413095348,1.0,0.0052923982233078,1.5687907380606352,0.025087718335238,0.6890184468561786,0.3625663539828031,0.8410430999505956
"CODOCUPMAE_1.0, GESTACAO_3.0, RACACOR_4.0, PARTO_2.0",APGAR5_3.0,0.6467144417929329,0.9788498030533912,0.6379488801357063,0.9864460091026802,1.007760338742056,1.0,0.00491257615491,1.56044054528553,0.0217970405432202,0.6459487194416343,0.3591553340361201,0.819089587016653
"CODOCUPMAE_1.0, RACACOR_4.0, GESTACAO_3.0",APGAR5_3.0,0.6467144417929329,0.9788498030533912,0.6379488801357063,0.9864460091026802,1.007760338742056,1.0,0.00491257615491,1.56044054528553,0.0217970405432202,0.6459487194416343,0.3591553340361201,0.819089587016653
"CODOCUPMAE_1.0, GESTACAO_3.0, PARTO_2.0",APGAR5_3.0,0.6561376901181679,0.9788498030533912,0.6472175900635404,0.9864051399744754,1.0077185865466962,1.0,0.0049573413154647,1.5557495190755155,0.022274806145061,0.6552311302734268,0.3572230055425393,0.8238036428201849
"CODOCUPMAE_1.0, GESTACAO_3.0","PARTO_2.0, APGAR5_3.0",0.6561376901181679,0.9788498030533912,0.6472175900635404,0.9864051399744754,1.0077185865466962,1.0,0.0049573413154647,1.5557495190755155,0.022274806145061,0.6552311302734268,0.3572230055425393,0.8238036428201849
"GESTACAO_3.0, RACACOR_4.0, PARTO_2.0, QTDFILMORT_0.0",APGAR5_3.0,0.6548223167821512,0.9788498030533912,0.6458842471464306,0.9863503894008332,1.0076626529668238,1.0,0.0049115513292564,1.5495091814487252,0.0220303443325571,0.6538693832999819,0.3546343500429971,0.8230951911757087
"GESTACAO_3.0, RACACOR_4.0, QTDFILMORT_0.0",APGAR5_3.0,0.6548223167821512,0.9788498030533912,0.6458842471464306,0.9863503894008332,1.0076626529668238,1.0,0.0049115513292564,1.5495091814487252,0.0220303443325571,0.6538693832999819,0.3546343500429971,0.8230951911757087
